User_ID,News_ID,label,Category,SubCategory
U172369,N110925,0,news,newsus
U87218,N98178,0,sports,football_nfl
U459202,N14848,0,news,newsus
U635790,N4858,0,lifestyle,lifestylebuzz
U115214,N56047,0,news,newspolitics
U439339,N26070,0,finance,finance-real-estate
U168332,N31323,0,lifestyle,lifestylebuzz
U485397,N33078,0,news,newsus
U524382,N66244,0,news,newsus
U677310,N20990,1,news,newsworld
U560628,N123901,1,sports,football_nfl
U472793,N27097,0,news,newscrime
U301154,N100867,0,news,newspolitics
U359333,N98252,0,news,newsus
U312263,N89764,1,sports,football_nfl
U267912,N93879,0,news,newsus
U626562,N47231,0,lifestyle,lifestylehomeandgarden
U612603,N109344,0,news,newsworld
U62817,N72609,0,lifestyle,lifestylecelebstyle
U281110,N57630,0,news,newspolitics
U74219,N9471,0,news,newsus
U364073,N53271,0,sports,mma
U529791,N109605,0,news,newsus
U115293,N127585,0,news,newsworld
U567753,N36512,0,sports,football_nfl
U116821,N37929,0,news,newspolitics
U393064,N6643,0,sports,baseball_mlb
U322678,N51632,0,news,newsgoodnews
U55793,N37544,1,finance,markets
U257911,N115491,0,news,newsworld
U686764,N19858,0,lifestyle,lifestyleparenting
U461970,N51163,0,lifestyle,lifestylebuzz
U552437,N100867,0,news,newspolitics
U401288,N53474,0,news,elections-2020-us
U25895,N34971,0,finance,finance-real-estate
U161376,N62498,0,sports,football_nfl
U627513,N31095,0,news,newsworld
U242000,N28009,0,sports,more_sports
U655290,N46931,0,news,newsus
U117229,N87267,0,sports,football_nfl
U683429,N64640,0,news,newsus
U687898,N4858,0,lifestyle,lifestylebuzz
U662554,N26667,0,lifestyle,lifestylevideo
U712019,N26667,0,lifestyle,lifestylevideo
U116925,N44077,0,sports,football_nfl
U229348,N25013,0,news,newsus
U489773,N96729,0,news,newscrime
U541143,N29544,0,finance,finance-companies
U335577,N89764,0,sports,football_nfl
U535627,N40282,0,news,newsgoodnews
U513000,N103036,0,news,newscrime
U515860,N108506,0,finance,personalfinance
U381675,N110175,0,news,newsus
U129151,N84137,0,lifestyle,lifestylepetsanimals
U485856,N48644,0,news,newsworld
U164102,N38304,0,lifestyle,lifestylebuzz
U664314,N5573,0,sports,football_nfl
U512256,N117183,0,news,newsgoodnews
U152034,N12730,0,news,newsus
U517176,N123784,0,sports,football_ncaa_videos
U585973,N129240,0,finance,finance-healthcare
U248488,N96192,0,sports,football_nfl
U584250,N36734,1,news,newscrime
U497190,N39404,0,news,elections-2020-us
U201917,N60622,0,sports,football_ncaa
U104835,N29748,0,finance,finance-real-estate
U312001,N69201,0,news,newsus
U87859,N76539,0,finance,finance-real-estate
U502935,N42187,0,finance,markets
U393455,N30899,0,news,newsus
U89101,N111550,0,news,newsworld
U32056,N87684,1,news,newscrime
U465316,N26735,0,news,newsscienceandtechnology
U251060,N86358,0,sports,more_sports
U547379,N14837,0,news,elections-2020-us
U6694,N15125,0,news,newsworld
U62932,N124899,0,news,factcheck
U110360,N102030,0,lifestyle,holidays
U173228,N43186,0,news,newsus
U432853,N52920,0,news,newscrime
U515651,N76721,0,lifestyle,awardstyle
U36769,N10285,0,finance,finance-saving-investing
U681366,N98788,0,finance,finance-companies
U396116,N123643,0,news,newspolitics
U330195,N31766,0,news,newsworld
U292494,N100941,0,finance,finance-real-estate
U57746,N71394,0,finance,finance-companies
U518140,N90184,0,finance,markets
U477101,N122706,0,news,newsworld
U263962,N29160,0,sports,football_nfl
U564556,N425,0,sports,football_nfl_videos
U595366,N23748,0,lifestyle,lifestylebuzz
U149525,N47863,0,news,newspolitics
U198241,N65658,0,news,newsus
U653354,N93640,0,news,newsworld
U387307,N26122,0,sports,baseball_mlb
U126053,N20250,0,lifestyle,lifestyledidyouknow
U411933,N31801,0,sports,more_sports
U217097,N18947,0,finance,finance-companies
U394882,N32286,0,finance,finance-saving-investing
U475434,N22564,0,news,newsworld
U467038,N16244,0,news,newsus
U370993,N11296,0,lifestyle,lifestylebuzz
U241966,N94211,0,news,newscrime
U255286,N110175,0,news,newsus
U341228,N12483,0,finance,finance-career-education
U555436,N117183,0,news,newsgoodnews
U525424,N30812,0,news,newsus
U209943,N84957,0,finance,finance-savemoney
U122837,N68048,0,news,newspolitics
U464320,N12458,0,news,newsworld
U192463,N117260,0,finance,finance-career
U588164,N87227,0,finance,finance-real-estate
U646609,N23294,0,news,yearinoffbeatgoodnews
U338279,N6982,0,news,newscrime
U687979,N85664,0,news,newsscienceandtechnology
U457440,N69591,0,lifestyle,lifestyleroyals
U163050,N60135,0,sports,football_nfl
U502047,N24080,0,sports,basketball_nba
U399310,N112125,0,news,newsworld
U201017,N84689,0,lifestyle,lifestylecelebstyle
U328100,N127775,0,sports,football_nfl
U224827,N63262,0,sports,football_nfl
U216819,N42296,0,lifestyle,shop-holidays
U120908,N85664,0,news,newsscienceandtechnology
U321444,N48784,0,finance,finance-companies
U523483,N31879,0,news,newspolitics
U443072,N96143,0,lifestyle,lifestylecareer
U31845,N51163,0,lifestyle,lifestylebuzz
U419532,N45522,0,finance,markets
U408867,N129240,0,finance,finance-healthcare
U167221,N69938,0,lifestyle,lifestyleroyals
U379208,N85452,0,lifestyle,lifestylebuzz
U283159,N87775,0,news,newsgoodnews
U535757,N117183,0,news,newsgoodnews
U530395,N36512,0,sports,football_nfl
U578984,N51142,0,news,newsus
U165439,N88410,0,lifestyle,shop-holidays
U432870,N43490,0,news,newspolitics
U468367,N93879,0,news,newsus
U158474,N115724,0,news,newsphotos
U35366,N53399,0,news,newsus
U141836,N79812,0,finance,finance-companies
U234103,N4408,0,news,newsus
U120734,N62203,0,sports,sports_news
U403764,N2004,0,news,newsus
U261052,N102631,0,news,newsus
U493496,N90057,0,finance,finance-video
U397861,N77225,0,news,newsphotos
U236256,N83991,0,news,newselection2020
U184764,N33078,0,news,newsus
U140452,N128389,0,news,newsworld
U517337,N119932,0,news,newspolitics
U25182,N122543,0,news,elections-2020-us
U707074,N122819,0,lifestyle,lifestylebuzz
U663545,N22524,0,news,newspolitics
U1478,N61384,0,sports,basketball_nba
U22061,N117342,0,news,newspolitics
U149328,N119986,0,lifestyle,lifestylehomeandgarden
U614538,N20250,0,lifestyle,lifestyledidyouknow
U63140,N77739,0,news,newsworld
U661007,N117695,0,lifestyle,lifestyleroyals
U118220,N57001,0,lifestyle,lifestylebuzz
U660406,N47110,0,news,newscrime
U591909,N122706,0,news,newsworld
U147091,N95468,0,news,newspolitics
U14497,N93879,0,news,newsus
U236285,N102458,0,lifestyle,shop-holidays
U4839,N92459,0,news,newspolitics
U284435,N122971,0,news,newsus
U342346,N122926,0,news,newscrime
U48219,N105407,0,news,newsus
U221046,N95525,0,lifestyle,shop-holidays
U95566,N106875,0,news,newscrime
U573734,N122706,0,news,newsworld
U628322,N18947,0,finance,finance-companies
U157975,N13214,0,news,newscrime
U231013,N50244,0,lifestyle,lifestyleroyals
U591942,N53474,0,news,elections-2020-us
U458008,N4858,0,lifestyle,lifestylebuzz
U506032,N96859,0,news,newsus
U666698,N112641,0,lifestyle,voices
U151706,N107542,0,news,newsus
U339326,N43982,0,sports,football_nfl
U459202,N94572,0,news,newsus
U483023,N33268,0,lifestyle,lifestyleroyals
U576925,N27097,1,news,newscrime
U582394,N55023,0,news,newspolitics
U407974,N127657,0,news,newsus
U205878,N96192,0,sports,football_nfl
U489154,N35304,0,finance,finance-taxes
U583846,N30206,0,lifestyle,lifestylebuzz
U51119,N80784,0,lifestyle,awardstyle
U312471,N117695,0,lifestyle,lifestyleroyals
U433068,N95541,0,sports,football_nfl
U492044,N21036,0,sports,more_sports
U63478,N110303,0,finance,finance-companies
U530119,N11296,0,lifestyle,lifestylebuzz
U334729,N12384,0,lifestyle,lifestylebuzz
U151878,N29057,1,news,newspolitics
U367205,N126415,0,news,newsworld
U567732,N87684,0,news,newscrime
U718301,N18258,0,news,newsworld
U276558,N98178,1,sports,football_nfl
U608850,N110175,0,news,newsus
U512750,N988,0,news,newsus
U373504,N79044,0,finance,finance-insurance
U360767,N12730,0,news,newsus
U386826,N126678,0,news,newscrime
U327077,N58541,0,sports,football_nfl
U743404,N105956,0,news,newscrime
U23940,N124677,0,lifestyle,lifestylebuzz
U680890,N37658,0,finance,finance-companies
U455668,N128412,0,lifestyle,lifestyleroyals
U470096,N122971,0,news,newsus
U655966,N6521,0,news,newspolitics
U523604,N30899,0,news,newsus
U241688,N78272,0,sports,basketball_nba
U654352,N122775,0,lifestyle,voices
U736452,N52388,0,news,newsgoodnews
U170869,N114057,0,sports,football_nfl
U658062,N24969,0,sports,football_nfl
U275029,N88148,0,lifestyle,lifestylehomeandgarden
U496711,N103953,0,sports,football_ncaa
U688542,N22393,0,news,newscrime
U348077,N32433,0,lifestyle,lifestylecareer
U126609,N32286,0,finance,finance-saving-investing
U559311,N20250,0,lifestyle,lifestyledidyouknow
U677694,N48758,1,sports,football_nfl
U230012,N72609,0,lifestyle,lifestylecelebstyle
U178811,N46415,0,news,newsworld
U675777,N46415,0,news,newsworld
U174603,N128371,0,news,newspolitics
U221342,N103953,0,sports,football_ncaa
U22198,N114526,0,news,newsscienceandtechnology
U285729,N59216,0,sports,football_nfl_videos
U69191,N46145,0,finance,finance-companies
U280121,N42039,0,lifestyle,voices
U635210,N3475,0,sports,football_nfl
U670913,N119838,0,sports,football_nfl
U377803,N104990,0,news,newsus
U407392,N4648,0,news,causes-poverty
U521867,N91381,1,sports,football_nfl
U312183,N102458,0,lifestyle,shop-holidays
U410545,N67937,0,lifestyle,lifestylebuzz
U180767,N72609,0,lifestyle,lifestylecelebstyle
U393440,N30899,0,news,newsus
U625990,N64941,0,finance,finance-companies
U513704,N115958,0,lifestyle,voices
U455850,N107637,0,sports,football_nfl
U633633,N33030,0,finance,markets
U426334,N100261,0,sports,football_ncaa
U16706,N67358,0,lifestyle,shop-holidays
U242777,N51728,0,finance,finance-real-estate
U158463,N110523,0,news,newsworld
U341119,N35652,0,news,newsworld
U457179,N60823,0,news,newsus
U21862,N25284,0,sports,football_nfl
U90308,N108736,0,news,newspolitics
U229594,N25756,0,finance,markets
U464379,N26191,0,news,newsworld
U402968,N26452,0,news,elections-2020-us
U581060,N102340,0,lifestyle,shop-holidays
U180133,N120696,0,news,newspolitics
U54442,N55023,0,news,newspolitics
U400064,N123362,0,lifestyle,lifestyleroyals
U177643,N19831,0,sports,basketball_nba
U427752,N100289,0,news,newsworld
U452443,N39610,0,news,newsworld
U109232,N109344,0,news,newsworld
U648169,N91469,0,news,elections-2020-us
U682835,N60135,0,sports,football_nfl
U287605,N37924,0,news,newsus
U409210,N68142,0,sports,football_nfl
U562833,N44294,0,sports,football_nfl
U374239,N64730,0,news,newscrime
U703690,N79812,0,finance,finance-companies
U67446,N54239,0,news,newspolitics
U27801,N98178,0,sports,football_nfl
U223136,N18405,0,news,newsgoodnews
U369073,N37025,0,sports,football_nfl_videos
U626411,N108506,0,finance,personalfinance
U352373,N12094,0,finance,finance-companies
U184425,N83311,0,sports,football_nfl
U340139,N24516,0,finance,finance-real-estate
U547785,N80281,0,news,newsworld
U319541,N100073,0,lifestyle,lifestyleroyals
U657857,N100197,0,news,newsgoodnews
U267574,N54015,0,news,newsus
U434683,N61414,0,sports,football_ncaa
U76897,N124677,0,lifestyle,lifestylebuzz
U333021,N86915,0,news,newsopinion
U311605,N47231,0,lifestyle,lifestylehomeandgarden
U163101,N17756,0,news,newspolitics
U221894,N46785,0,news,newsgoodnews
U361305,N106702,0,finance,personalfinance
U685917,N121658,0,news,newsworld
U282448,N73756,0,news,newspolitics
U123058,N16384,0,lifestyle,lifestylehomeandgarden
U164901,N425,0,sports,football_nfl_videos
U161050,N23332,0,news,newsus
U639961,N37544,0,finance,markets
U645455,N50592,0,news,newscrime
U155089,N20990,0,news,newsworld
U598403,N4858,0,lifestyle,lifestylebuzz
U650280,N41975,0,news,newspolitics
U373730,N30417,0,sports,football_ncaa
U485079,N57630,0,news,newspolitics
U27878,N83621,0,news,newsus
U62472,N37861,0,news,elections-2020-us
U471460,N26703,0,sports,football_nfl
U667621,N127134,0,news,elections-2020-us
U161877,N45065,0,sports,basketball_ncaa
U507823,N129739,0,news,newsus
U139080,N60201,0,news,newspolitics
U427094,N110667,0,news,newsworld
U415494,N110523,0,news,newsworld
U346227,N33967,0,news,newspolitics
U653497,N86358,0,sports,more_sports
U30862,N80272,0,finance,finance-companies
U554780,N46785,0,news,newsgoodnews
U511434,N56451,0,lifestyle,lifestyleroyals
U142977,N104437,0,news,newsgoodnews
U280939,N20964,0,lifestyle,lifestylebuzz
U417238,N18539,0,news,newscrime
U537520,N111088,0,news,newsworld
U297270,N9262,0,sports,football_ncaa
U102915,N13322,0,news,newscrime
U668828,N18947,0,finance,finance-companies
U588082,N86429,0,finance,finance-savemoney
U557537,N123675,0,news,newsus
U316863,N62024,0,sports,football_nfl
U447784,N47863,0,news,newspolitics
U516474,N58641,0,news,newscrime
U305361,N12613,0,finance,markets
U25708,N66024,0,sports,football_nfl
U583691,N67870,0,news,newspolitics
U331260,N62800,0,finance,finance-real-estate
U358705,N100261,1,sports,football_ncaa
U549559,N93232,0,news,newsworld
U304530,N109642,0,news,newsphotos
U100358,N96729,1,news,newscrime
U67285,N78213,0,news,newsworld
U175039,N25075,0,sports,baseball_mlb
U352283,N106579,0,news,newsus
U437536,N91731,0,sports,basketball_ncaa
U82056,N52819,0,news,newsscienceandtechnology
U131068,N50080,0,finance,finance-real-estate
U111389,N90184,0,finance,markets
U327222,N43186,0,news,newsus
U146869,N41025,1,news,newsus
U26886,N87267,0,sports,football_nfl
U683268,N59935,0,lifestyle,lifestyleroyals
U266455,N80814,0,news,newspolitics
U610732,N23332,0,news,newsus
U402660,N33078,0,news,newsus
U308988,N88891,0,lifestyle,lifestylebuzz
U453463,N42039,0,lifestyle,voices
U105407,N21960,0,news,newsworld
U137103,N11719,0,sports,football_nfl_videos
U97627,N86358,0,sports,more_sports
U335119,N76042,0,news,newsgoodnews
U448150,N123462,0,news,newscrime
U522999,N87775,0,news,newsgoodnews
U128981,N54239,0,news,newspolitics
U50251,N23823,0,lifestyle,voices
U560564,N52388,0,news,newsgoodnews
U476673,N63952,0,lifestyle,lifestylebuzz
U205613,N30059,0,news,newspolitics
U596210,N125974,0,news,newsus
U363773,N128389,0,news,newsworld
U557976,N51728,0,finance,finance-real-estate
U720034,N85420,0,news,newsus
U483690,N43982,0,sports,football_nfl
U540172,N127252,0,news,newsworld
U192589,N71090,0,news,newsus
U2656,N81914,0,news,newspolitics
U589804,N107637,0,sports,football_nfl
U244037,N109852,0,news,newsgoodnews
U286731,N90184,0,finance,markets
U631651,N129522,0,finance,finance-real-estate
U513420,N104970,0,sports,basketball_nba
U210949,N76539,0,finance,finance-real-estate
U87504,N42326,0,news,newsopinion
U291485,N107637,0,sports,football_nfl
U354675,N73137,0,lifestyle,shop-holidays
U452143,N93934,0,news,newsus
U510139,N97778,0,finance,finance-career
U119803,N16485,0,news,newsworld
U291217,N67398,0,news,newsus
U48585,N127814,0,news,newspolitics
U441567,N127357,0,lifestyle,lifestylebuzz
U26392,N83621,0,news,newsus
U567438,N21021,0,sports,more_sports
U240825,N82233,0,finance,markets
U668946,N22393,1,news,newscrime
U672565,N109703,0,finance,finance-companies
U268203,N33030,0,finance,markets
U143752,N96729,0,news,newscrime
U255462,N81936,0,sports,basketball_ncaa
U330457,N51163,0,lifestyle,lifestylebuzz
U291569,N81936,0,sports,basketball_ncaa
U55056,N62800,0,finance,finance-real-estate
U635534,N44953,0,sports,baseball_mlb
U363234,N5165,0,finance,finance-companies
U138033,N82233,0,finance,markets
U97205,N114526,0,news,newsscienceandtechnology
U332154,N29729,0,news,newspolitics
U243677,N80621,0,news,newscrime
U265695,N75618,0,news,newscrime
U682505,N18539,0,news,newscrime
U271820,N70822,0,news,causes-military-appreciation
U608480,N112472,0,news,newsscienceandtechnology
U337453,N7937,0,finance,finance-companies
U567766,N102976,0,finance,finance-real-estate
U496505,N31094,0,news,newspolitics
U388190,N123362,0,lifestyle,lifestyleroyals
U597298,N97018,0,finance,finance-companies
U372076,N38304,0,lifestyle,lifestylebuzz
U465591,N118883,0,news,newsus
U737687,N95301,0,news,newspolitics
U659934,N31323,0,lifestyle,lifestylebuzz
U651715,N72235,0,lifestyle,shop-holidays
U420153,N40596,0,news,newsworld
U182315,N41956,0,lifestyle,lifestyleparenting
U119013,N45626,0,finance,personalfinance
U409141,N85986,0,news,newsus
U508149,N27097,0,news,newscrime
U601855,N70038,0,finance,finance-video
U533092,N124876,0,news,newsworld
U454310,N47277,0,news,newsus
U676087,N71432,0,news,newsworld
U343336,N128412,0,lifestyle,lifestyleroyals
U727266,N41889,0,finance,markets
U293068,N62800,0,finance,finance-real-estate
U75237,N92449,0,lifestyle,lifestyledidyouknow
U5781,N27738,0,sports,basketball_nba
U423817,N5496,0,sports,football_nfl
U703161,N121715,0,news,newsworld
U496145,N10242,0,news,newsus
U93731,N122819,0,lifestyle,lifestylebuzz
U440118,N85664,0,news,newsscienceandtechnology
U33089,N67747,0,news,newspolitics
U644095,N108805,0,news,newsgoodnews
U452209,N4378,0,sports,basketball_nba
U688794,N100073,0,lifestyle,lifestyleroyals
U52749,N46641,0,sports,more_sports
U23696,N94572,0,news,newsus
U523403,N95666,0,news,newsus
U648063,N46329,0,sports,football_nfl
U180475,N44953,0,sports,baseball_mlb
U634301,N18190,0,lifestyle,shop-holidays
U209690,N2750,0,news,newsus
U496830,N105407,0,news,newsus
U696216,N86358,0,sports,more_sports
U635769,N94777,0,news,newsus
U600200,N130129,0,news,newspolitics
U320085,N53474,0,news,elections-2020-us
U479108,N20250,0,lifestyle,lifestyledidyouknow
U503764,N73137,0,lifestyle,shop-holidays
U568185,N48774,0,sports,football_nfl
U468255,N83491,0,news,newsworld
U132263,N81689,0,sports,football_nfl
U557411,N53474,0,news,elections-2020-us
U591134,N63391,0,finance,finance-real-estate
U684780,N52388,0,news,newsgoodnews
U274009,N35948,0,news,newsworld
U431412,N46785,0,news,newsgoodnews
U36505,N36861,0,finance,personalfinance
U17429,N92199,0,lifestyle,lifestylecelebstyle
U105296,N26368,1,news,newscrime
U25470,N1928,0,news,newsoffbeat
U149221,N20250,0,lifestyle,lifestyledidyouknow
U303172,N47925,0,news,newscrime
U130382,N67937,0,lifestyle,lifestylebuzz
U553426,N14848,0,news,newsus
U133539,N50926,0,news,newsworld
U213098,N29742,0,sports,football_nfl
U518671,N54015,0,news,newsus
U542624,N127572,0,finance,personalfinance
U141446,N31016,0,news,newsscienceandtechnology
U87029,N112687,1,lifestyle,lifestylesmartliving
U379205,N110048,0,news,newsworld
U743866,N29160,0,sports,football_nfl
U261048,N13750,0,finance,finance-companies
U331938,N31760,0,news,newsworld
U583445,N89764,0,sports,football_nfl
U310315,N62800,0,finance,finance-real-estate
U398599,N55944,0,news,newscrime
U47679,N61384,0,sports,basketball_nba
U288090,N54296,0,news,newscrime
U698452,N100941,0,finance,finance-real-estate
U591080,N82719,0,news,newsus
U744070,N91731,0,sports,basketball_ncaa
U11781,N38152,0,news,newsworld
U219956,N123784,0,sports,football_ncaa_videos
U604576,N46415,0,news,newsworld
U350827,N43700,0,news,newsus
U344448,N60014,0,sports,football_nfl
U244471,N77011,0,news,newsgoodnews
U458821,N35652,0,news,newsworld
U6215,N31323,0,lifestyle,lifestylebuzz
U449378,N110303,0,finance,finance-companies
U67576,N10066,0,sports,football_nfl
U371220,N32569,0,lifestyle,lifestylehomeandgarden
U339137,N79671,0,finance,personalfinance
U699492,N59935,0,lifestyle,lifestyleroyals
U401840,N43450,0,news,newsworld
U727534,N127356,0,finance,markets
U380165,N36861,0,finance,personalfinance
U90038,N60988,0,news,newspolitics
U228494,N4275,0,news,newsgoodnews
U663482,N100197,0,news,newsgoodnews
U422250,N95541,0,sports,football_nfl
U531041,N5319,0,sports,football_nfl
U209762,N51728,0,finance,finance-real-estate
U385682,N47925,0,news,newscrime
U466880,N95541,0,sports,football_nfl
U386479,N82573,0,finance,markets
U42152,N80719,0,news,newsus
U613354,N76042,0,news,newsgoodnews
U40529,N80719,0,news,newsus
U651075,N52388,0,news,newsgoodnews
U219290,N43186,0,news,newsus
U411522,N117183,0,news,newsgoodnews
U58351,N93879,0,news,newsus
U355482,N114468,0,news,newsopinion
U43336,N41889,0,finance,markets
U723621,N30206,0,lifestyle,lifestylebuzz
U368461,N118364,0,finance,finance-real-estate
U558169,N100941,0,finance,finance-real-estate
U690520,N59935,0,lifestyle,lifestyleroyals
U622286,N127593,0,sports,basketball_ncaa
U292760,N44264,0,lifestyle,lifestylecelebstyle
U345445,N7299,0,lifestyle,lifestyleroyals
U685786,N84430,0,finance,finance-retirement
U159905,N43450,0,news,newsworld
U739879,N84235,0,lifestyle,lifestylebuzz
U114877,N32154,0,news,newsus
U144437,N37468,0,sports,football_nfl
U699186,N60402,0,news,newselection2020
U102357,N44109,0,news,newsworld
U410348,N66244,0,news,newsus
U173901,N110303,0,finance,finance-companies
U295685,N70024,0,lifestyle,lifestylecelebstyle
U717253,N124858,0,news,newsus
U477723,N79627,0,news,newsworld
U565820,N59231,0,finance,markets
U703956,N14612,0,news,newsus
U276656,N62800,0,finance,finance-real-estate
U296212,N10673,0,finance,finance-real-estate
U705152,N46555,0,news,newspolitics
U291911,N105282,0,lifestyle,lifestyleparenting
