user_id,item_id,rating,domain,living_place,join_time,time_bin
1583,124122,1,movie,上海,2006-04-21,12
391,116004,1,movie,北京,2017-12-05,152
243,120917,0,movie,浙江温州,2016-07-29,135
1888,97286,1,movie,广东深圳,2009-04-21,48
1566,121596,1,movie,上海,2005-09-10,5
191,130608,0,movie,陕西西安,2016-02-19,130
834,126782,1,movie,福建厦门,2011-11-26,79
1304,117483,0,movie,上海,2005-05-16,1
1028,138087,1,music,广东揭阳,2013-03-17,95
1276,98457,0,movie,陕西西安,2009-08-27,52
1696,106764,1,movie,"Stockholm, Sweden",2010-11-27,67
1395,96872,1,movie,北京,2010-04-10,60
620,127775,0,movie,安徽合肥,2009-06-21,50
2203,104631,1,movie,上海,2012-10-28,90
2044,166208,0,music,上海,2007-07-06,27
1422,3696,0,book,"Los Angeles, United States",2011-04-04,72
1087,127405,0,movie,湖南长沙,2013-09-19,101
1723,106149,1,movie,北京,2006-12-18,20
1313,127169,1,movie,,2009-08-19,52
1891,96010,1,movie,上海,2009-04-18,48
621,95994,1,movie,江苏徐州,2009-06-21,50
979,128945,0,movie,江西新余,2012-10-13,90
453,118665,0,movie,北京,2008-02-27,34
261,128920,1,movie,云南昆明,2016-09-07,137
1087,128380,1,movie,湖南长沙,2013-09-19,101
656,96847,0,movie,江苏南京,2010-10-21,66
657,106319,1,movie,北京,2010-10-22,66
2444,127905,1,movie,浙江杭州,2009-04-29,48
2102,127567,1,movie,"Melbourne, Australia",2008-08-14,40
740,20242,0,book,辽宁沈阳,2011-05-10,73
1482,130410,1,movie,江苏南京,2006-03-26,11
1144,125458,0,movie,北京,2014-05-31,109
2463,101120,1,movie,上海,2012-05-04,85
2290,130078,1,movie,广西南宁,2010-07-17,63
1885,32650,1,book,北京,2006-01-08,9
1647,100527,1,movie,北京,2005-12-31,8
2282,96030,1,movie,广东深圳,2008-04-18,36
2702,204349,1,music,广东广州,2008-04-15,36
1317,109437,1,movie,上海,2007-05-23,25
1291,105251,0,movie,上海,2009-02-15,46
1498,41192,0,book,上海,2010-10-05,66
916,3784,0,book,湖南长沙,2012-06-05,86
1332,127642,1,movie,北京,2010-10-21,66
738,97993,1,movie,北京,2011-04-28,72
29,126873,1,movie,湖南长沙,2006-04-12,12
2308,111957,1,movie,江苏南京,2006-10-06,18
1208,107095,1,movie,北京,2005-11-30,7
2159,95995,1,movie,北京,2009-05-27,49
2594,146257,1,music,Island of Niue,2008-06-08,38
1709,131537,1,music,北京,2012-05-30,85
1691,199456,1,music,北京,2007-07-10,27
277,104615,1,movie,浙江宁波,2016-10-22,138
1854,100735,1,movie,新疆昌吉,2007-09-17,29
1413,123758,0,movie,四川成都,2005-11-16,7
1636,130475,0,movie,江苏南京,2006-11-01,19
1405,11920,1,book,福建福州,2007-06-16,26
1872,63076,1,book,甘肃兰州,2013-02-05,94
1930,127790,1,movie,辽宁沈阳,2007-07-23,27
445,42298,0,book,上海,2007-12-22,32
1049,101518,0,movie,浙江杭州,2013-05-20,97
2449,162753,0,music,"København, Denmark",2010-01-23,57
1152,104160,0,movie,,2014-07-08,111
1087,96468,1,movie,湖南长沙,2013-09-19,101
2639,207742,1,music,贵州贵阳,2006-08-22,16
647,109714,1,movie,"Boston, United States",2010-09-25,65
2459,108663,0,movie,北京,2010-10-21,66
1520,184626,1,music,"Pittsburgh, United States",2007-05-18,25
1692,96782,1,movie,"Firenze, Italy",2007-08-25,28
708,129259,0,movie,上海,2011-03-01,71
389,129246,0,movie,Singapore,2007-07-22,27
2691,126342,1,movie,河南郑州,2009-11-22,55
1779,104522,1,movie,北京,2006-04-15,12
2293,127409,1,movie,北京,2005-11-27,7
1417,128139,1,movie,上海,2011-01-29,69
732,129953,1,movie,北京,2011-04-20,72
1743,108328,1,movie,山东烟台,2007-02-26,22
1945,128182,1,movie,河南郑州,2011-12-08,80
1579,186362,1,music,香港,2013-03-07,95
2351,120517,0,movie,山东青岛,2005-11-01,7
1516,139458,1,music,"Oxford, United Kingdom",2009-10-23,54
975,120220,1,movie,广东广州,2012-09-29,89
2245,107465,1,movie,广东广州,2010-02-17,58
2570,131210,1,music,广东深圳,2008-05-20,37
2327,115462,1,movie,,2008-09-28,41
1208,96014,0,movie,北京,2005-11-30,7
2648,103130,1,movie,"台北, 台湾",2008-09-16,41
1228,109984,1,movie,北京,2008-03-29,35
484,97074,0,movie,北京,2008-08-25,40
2509,136197,1,music,北京,2007-02-14,22
1463,123040,0,movie,北京,2008-11-14,43
419,118821,1,movie,四川成都,2007-08-14,28
1743,146707,1,music,山东烟台,2007-02-26,22
1387,129707,0,movie,北京,2010-07-27,63
2519,129640,1,movie,"Athínai, Greece",2011-03-07,71
111,104337,0,movie,浙江杭州,2006-11-18,19
2706,103856,1,movie,广东广州,2005-11-13,7
1178,110391,0,movie,浙江嘉兴,2009-08-04,52
1772,104801,1,movie,北京,2008-09-09,41
2145,111872,0,movie,北京,2006-04-09,12
797,130410,1,movie,"Kuala Lumpur, Malaysia",2011-08-30,76
1654,145812,1,music,四川成都,2010-05-03,61
1824,98572,1,movie,陕西西安,2008-02-08,34
1291,6139,0,book,上海,2009-02-15,46
2458,113235,0,movie,天津,2010-11-08,67
242,128345,0,movie,江西抚州,2007-04-01,24
2005,17079,1,book,黑龙江哈尔滨,2008-01-29,33
2095,126868,1,movie,北京,2007-10-14,30
1464,118295,1,movie,北京,2009-09-04,53
1510,104423,1,movie,北京,2007-09-22,29
2034,104637,1,movie,上海,2011-10-16,78
2510,95972,0,movie,"San Francisco Bay Area, United States",2009-11-21,55
57,130456,0,movie,北京,2015-02-24,118
1785,111842,1,movie,北京,2011-03-09,71
1298,43282,0,book,浙江杭州,2006-11-19,19
1807,96254,1,movie,广东广州,2010-09-19,65
2197,127341,1,movie,浙江丽水,2006-03-15,11
1761,63214,1,book,上海,2009-01-12,45
1811,140724,1,music,北京,2006-11-21,19
122,129126,1,movie,北京,2015-09-14,125
469,106038,1,movie,上海,2009-11-22,55
1792,100736,1,movie,江苏南京,2008-03-05,35
8,132101,1,music,澳门,2014-10-31,114
1087,174542,0,music,湖南长沙,2013-09-19,101
1602,81199,1,book,北京,2009-06-25,50
621,102749,1,movie,江苏徐州,2009-06-21,50
2436,121244,1,movie,"Los Angeles, United States",2007-08-29,28
85,114570,1,movie,浙江宁波,2015-05-27,121
1335,128735,1,movie,"Sydney, Australia",2010-11-08,67
961,97919,1,movie,广东广州,2012-08-23,88
34,78634,1,book,辽宁沈阳,2006-05-19,13
2666,207342,1,music,江西赣州,2011-02-13,70
380,125117,0,movie,海南海口,2017-10-26,150
741,96002,1,movie,"Vancouver, Canada",2011-05-13,73
2136,120481,1,movie,北京,2012-03-06,83
2639,100028,1,movie,贵州贵阳,2006-08-22,16
947,118877,1,movie,福建厦门,2012-08-04,88
426,103015,1,movie,上海,2007-09-03,29
2151,104499,0,movie,天津,2011-08-01,76
2322,104578,1,movie,北京,2005-12-10,8
1942,96028,0,movie,内蒙古呼和浩特,2016-09-23,137
636,126075,1,movie,"Tōkyō, Japan",2010-08-31,64
1636,115091,0,movie,江苏南京,2006-11-01,19
1868,128593,0,movie,北京,2010-12-28,68
2090,79202,0,book,湖北武汉,2010-05-07,61
2380,128130,1,movie,江苏苏州,2008-06-15,38
1754,119427,0,movie,"台北, 台湾",2009-01-13,45
1995,110244,1,movie,山东青岛,2010-09-01,65
2376,124255,1,movie,上海,2007-01-08,21
765,107489,1,movie,北京,2011-07-01,75
2712,104029,1,movie,上海,2007-11-29,31
1144,98821,1,movie,北京,2014-05-31,109
1304,7309,0,book,上海,2005-05-16,1
171,106672,0,movie,陕西西安,2016-01-15,129
2672,116507,0,movie,"Washington, D.C, United States",2009-08-08,52
698,128309,1,movie,北京,2011-02-04,70
55,124713,0,movie,"台中, 台湾",2015-02-23,118
2004,6396,1,book,,2007-10-14,30
1549,107183,1,movie,上海,2012-05-15,85
2169,99517,1,movie,上海,2011-07-20,75
2219,128225,0,movie,香港,2009-03-21,47
362,103469,1,movie,山东青岛,2017-06-13,146
262,96012,1,movie,上海,2016-09-09,137
2322,117236,0,movie,北京,2005-12-10,8
225,129433,0,movie,北京,2016-06-14,134
1413,97662,0,movie,四川成都,2005-11-16,7
1984,96731,0,movie,江苏苏州,2009-08-16,52
1085,181908,1,music,上海,2013-09-14,101
459,96854,0,movie,江西赣州,2008-04-29,36
2402,96867,1,movie,"P'yŏngyang, North Korea",2008-10-26,42
246,95992,1,movie,,2016-08-03,136
2124,102361,1,movie,北京,2008-06-19,38
1563,127211,1,movie,北京,2008-04-28,36
1860,11340,1,book,江苏南京,2009-02-09,46
2108,183809,0,music,山东临沂,2012-12-04,92
1782,128895,1,movie,北京,2006-10-31,18
520,127353,0,movie,上海,2010-02-16,58
1710,127230,0,movie,上海,2008-04-05,36
2519,194451,0,music,"Athínai, Greece",2011-03-07,71
277,116115,1,movie,浙江宁波,2016-10-22,138
2505,193823,1,music,天津,2011-06-29,74
1549,97136,0,movie,上海,2012-05-15,85
2107,193286,1,music,江苏南京,2007-08-14,28
1315,107459,1,movie,陕西西安,2008-07-22,39
1065,117067,1,movie,天津,2013-07-21,99
2643,129647,0,movie,,2014-12-07,116
2258,107328,1,movie,浙江嘉兴,2012-11-01,91
1048,110649,1,movie,北京,2013-05-19,97
2305,99203,1,movie,重庆,2013-08-14,100
2035,72629,1,book,北京,2011-03-07,71
2064,121365,0,movie,北京,2010-07-12,63
1955,119190,1,movie,辽宁沈阳,2006-11-27,19
125,128869,1,movie,河北石家庄,2015-09-25,125
1808,56411,0,book,广东广州,2009-12-23,56
277,118370,1,movie,浙江宁波,2016-10-22,138
1662,125701,0,movie,广东广州,2009-09-19,53
223,102539,1,movie,湖南常德,2016-06-09,134
1869,124619,1,movie,湖北潜江,2010-08-30,64
636,123983,1,movie,"Tōkyō, Japan",2010-08-31,64
21,98057,0,movie,北京,2014-11-18,115
1581,106319,1,movie,重庆,2007-04-29,24
1613,79519,1,book,北京,2006-10-02,18
2308,135236,1,music,江苏南京,2006-10-06,18
1102,122832,1,movie,浙江杭州,2013-12-31,104
1507,128114,0,movie,北京,2007-03-24,23
1495,103524,1,movie,北京,2007-06-13,26
2674,96234,1,movie,吉林长春,2011-10-18,78
2601,126875,1,movie,北京,2006-06-25,14
286,110779,1,movie,北京,2009-10-09,54
907,129377,1,movie,上海,2012-05-10,85
2497,208627,1,music,"Frankfurt (am Main), Germany",2006-03-28,11
2072,125001,1,movie,北京,2008-03-08,35
2215,111649,1,movie,"P'yŏngyang, North Korea",2008-02-22,34
2407,165493,0,music,"Fukuoka, Japan",2009-12-30,56
1881,140918,1,music,"Bologna, Italy",2009-09-12,53
1488,127561,1,movie,广东广州,2007-03-27,23
624,117067,0,movie,浙江杭州,2010-08-11,64
2607,123861,1,movie,上海,2008-08-27,40
1015,96998,1,movie,广东潮州,2013-02-20,94
803,130013,0,movie,北京,2011-09-17,77
1023,116545,1,movie,"London, United Kingdom",2013-03-01,95
327,95618,1,book,上海,2017-02-26,142
1648,98185,1,movie,辽宁本溪,2012-01-10,81
461,19974,0,book,北京,2008-05-04,37
60,97030,1,movie,"桃园县, 台湾",2015-03-06,119
1858,100860,1,movie,山西太原,2009-03-04,47
1105,124544,0,movie,辽宁沈阳,2014-01-20,105
229,95940,0,movie,上海,2016-06-22,134
2074,127518,0,movie,北京,2006-11-29,19
2112,167862,0,music,"Melbourne, Australia",2007-05-24,25
1883,123015,1,movie,北京,2009-08-05,52
1719,26682,1,book,江苏无锡,2007-02-26,22
1500,121428,1,movie,"台北, 台湾",2007-10-09,30
1172,179615,1,music,Christmas Islands,2014-08-19,112
1472,129616,0,movie,北京,2011-11-22,79
2419,164518,1,music,北京,2007-03-28,23
1583,99414,0,movie,上海,2006-04-21,12
1138,102455,1,movie,上海,2014-05-22,109
2290,127677,0,movie,广西南宁,2010-07-17,63
1775,117218,0,movie,云南昆明,2010-07-10,63
2267,25086,1,book,福建福州,2011-12-14,80
2294,187186,1,music,香港,2008-01-16,33
756,130458,1,movie,北京,2011-06-09,74
2166,113680,1,movie,北京,2009-03-08,47
2276,95929,0,movie,上海,2010-09-11,65
839,107000,0,movie,"台南, 台湾",2011-12-07,80
2405,117597,0,movie,广东珠海,2010-07-08,63
2476,86097,1,book,Fiji,2007-11-11,31
1777,106745,1,movie,广东广州,2011-06-08,74
2302,99613,1,movie,北京,2006-12-28,20
1314,2037,1,book,黑龙江哈尔滨,2005-09-18,5
1034,102071,1,movie,福建三明,2013-04-08,96
2240,128003,0,movie,吉林长春,2006-07-04,15
1206,125687,0,movie,河南郑州,2005-10-04,6
1485,130078,0,movie,湖北武汉,2006-05-22,13
1325,127569,0,movie,山西晋中,2010-12-31,68
2504,117708,0,movie,广东广州,2009-09-28,53
2639,177636,1,music,贵州贵阳,2006-08-22,16
2149,121588,0,movie,"Paris, France",2008-06-24,38
342,95890,1,movie,湖北武汉,2017-04-04,144
882,128456,1,movie,北京,2012-02-21,82
2461,115487,1,movie,上海,2009-02-21,46
2096,103436,1,movie,广东深圳,2010-06-16,62
431,193708,1,music,河南新乡,2009-10-27,54
1516,95875,0,movie,"Oxford, United Kingdom",2009-10-23,54
505,130078,1,movie,北京,2008-12-25,44
1222,37893,1,book,北京,2008-08-28,40
1222,128835,1,movie,北京,2008-08-28,40
342,104945,1,movie,湖北武汉,2017-04-04,144
2433,96028,0,movie,广东广州,2011-06-03,74
1561,101228,1,movie,北京,2008-05-25,37
1787,111593,1,movie,上海,2010-09-22,65
1469,144034,1,music,湖南长沙,2009-01-17,45
2412,114475,0,movie,北京,2012-01-22,81
2474,102610,1,movie,"Seoul (Sŏul), South Korea",2010-08-25,64
2299,119248,1,movie,广西柳州,2007-07-08,27
2676,128220,0,movie,,2010-07-11,63
2292,105091,0,movie,北京,2007-11-26,31
1981,116343,0,movie,浙江杭州,2007-11-25,31
1966,124361,0,movie,北京,2008-08-30,40
263,104514,0,movie,四川成都,2016-09-09,137
2469,95908,1,movie,北京,2007-08-05,28
1808,58262,1,book,广东广州,2009-12-23,56
2562,106366,1,movie,上海,2006-06-13,14
2326,102495,1,movie,上海,2010-09-28,65
2420,130383,0,movie,北京,2009-02-11,46
1641,126134,0,movie,陕西商洛,2010-11-13,67
557,102310,1,movie,北京,2010-04-03,60
2650,116119,1,movie,Bahamas,2006-08-29,16
2634,124344,0,movie,广西桂林,2009-04-03,48
2568,112423,0,movie,河南信阳,2007-01-15,21
1484,121472,1,movie,云南怒江,2010-06-09,62
2176,111977,1,movie,北京,2008-01-09,33
1977,130085,1,movie,北京,2011-08-28,76
2680,4601,1,book,广东广州,2006-12-19,20
1904,169845,1,music,"Eugene, United States",2010-09-20,65
1506,103343,1,movie,北京,2009-10-15,54
1427,195461,0,music,"Krung Thep, Thailand",2007-10-01,30
2504,86467,1,book,广东广州,2009-09-28,53
2017,104528,1,movie,北京,2006-01-15,9
510,126873,1,movie,"London, United Kingdom",2010-02-02,58
1836,102862,1,movie,上海,2010-04-29,60
1228,101217,1,movie,北京,2008-03-29,35
484,112914,0,movie,北京,2008-08-25,40
1170,100697,0,movie,北京,2014-08-18,112
1964,104255,1,movie,上海,2009-11-19,55
2035,98654,1,movie,北京,2011-03-07,71
1754,100456,0,movie,"台北, 台湾",2009-01-13,45
2490,99651,1,movie,广东广州,2010-02-24,58
1833,127593,1,movie,北京,2007-03-11,23
562,47629,1,book,北京,2009-03-30,47
2212,127709,1,movie,"New York City, United States",2009-05-15,49
1955,119400,0,movie,辽宁沈阳,2006-11-27,19
1844,107666,0,movie,福建泉州,2010-03-23,59
153,48703,1,book,北京,2015-12-21,128
1726,110010,1,movie,香港,2007-04-02,24
1076,129522,0,movie,"Harare (Salisbury), Zimbabwe",2013-08-19,100
2685,127532,1,movie,上海,2013-05-28,97
2145,127643,0,movie,北京,2006-04-09,12
935,117366,0,movie,广东茂名,2012-07-07,87
607,99024,0,movie,"Philadelphia, United States",2009-06-05,50
2266,127714,0,movie,北京,2009-01-25,45
521,102317,1,movie,,2009-01-25,45
1681,127506,0,movie,安徽滁州,2010-01-04,57
2438,110346,1,movie,四川阿坝,2008-07-15,39
2191,140574,0,music,,2006-11-07,19
1930,108042,1,movie,辽宁沈阳,2007-07-23,27
2117,128456,0,movie,北京,2008-11-06,43
2548,26366,1,book,陕西西安,2008-10-04,42
884,101693,0,movie,浙江绍兴,2012-02-25,82
987,96406,1,movie,云南德宏,2012-11-11,91
526,125888,0,movie,"Toronto, Canada",2010-02-23,58
1451,127910,1,movie,上海,2005-10-29,6
1881,178131,1,music,"Bologna, Italy",2009-09-12,53
734,96234,1,movie,广东珠海,2011-04-23,72
2691,120901,1,movie,河南郑州,2009-11-22,55
912,103959,1,movie,"Houston, United States",2012-05-26,85
2432,129794,1,movie,"Seattle, United States",2014-08-03,112
1611,127394,1,movie,"Reykjavík, Iceland",2006-11-25,19
754,97142,0,movie,上海,2011-06-05,74
983,100388,1,movie,北京,2012-10-30,90
955,104446,1,movie,浙江杭州,2012-08-15,88
1779,125479,1,movie,北京,2006-04-15,12
658,100494,1,movie,香港,2010-10-22,66
2141,50117,1,book,江苏南京,2010-06-30,62
2567,162718,1,music,重庆,2011-01-30,69
2147,134953,1,music,北京,2007-02-01,22
740,13182,0,book,辽宁沈阳,2011-05-10,73
1787,129443,0,movie,上海,2010-09-22,65
1817,98184,0,movie,Singapore,2008-09-26,41
2225,111593,0,movie,山东青岛,2007-02-08,22
1436,96980,1,movie,浙江杭州,2010-01-01,57
1723,140799,1,music,北京,2006-12-18,20
243,109366,1,movie,浙江温州,2016-07-29,135
1416,46706,0,book,福建福州,2008-09-24,41
223,105282,0,movie,湖南常德,2016-06-09,134
1697,100615,0,movie,,2007-12-17,32
798,98864,1,movie,浙江杭州,2011-08-31,76
687,118639,1,movie,上海,2011-01-14,69
93,127954,1,movie,江苏南京,2015-06-14,122
954,96268,1,movie,山东威海,2012-08-11,88
1581,168250,1,music,重庆,2007-04-29,24
2338,129252,1,movie,北京,2007-08-09,28
769,96842,1,movie,福建福州,2011-07-08,75
2669,5483,1,book,广东佛山,2016-11-07,139
2044,205444,0,music,上海,2007-07-06,27
1469,129126,1,movie,湖南长沙,2009-01-17,45
2607,105291,0,movie,上海,2008-08-27,40
1811,115341,0,movie,北京,2006-11-21,19
2028,17832,1,book,"台北, 台湾",2008-12-26,44
2617,106581,0,movie,北京,2014-07-08,111
886,109040,0,movie,上海,2012-03-01,83
2486,127621,0,movie,江苏常州,2010-06-23,62
2258,109432,1,movie,浙江嘉兴,2012-11-01,91
1052,120903,0,movie,广东广州,2013-05-28,97
430,101085,1,movie,北京,2007-09-18,29
477,128917,0,movie,上海,2009-12-03,56
650,103297,1,movie,,2010-10-06,66
584,111685,1,movie,福建泉州,2009-05-11,49
2166,70121,1,book,北京,2009-03-08,47
2678,66874,1,book,广东深圳,2006-12-23,20
2073,59216,1,book,北京,2007-11-09,31
1645,139085,1,music,山东青岛,2006-06-04,14
1034,103699,0,movie,福建三明,2013-04-08,96
2221,119475,1,movie,上海,2007-08-03,28
2292,108967,0,movie,北京,2007-11-26,31
1603,104456,0,movie,香港,2006-10-22,18
134,125142,1,movie,,2015-11-03,127
1078,96644,1,movie,江苏扬州,2013-08-23,100
2519,128003,0,movie,"Athínai, Greece",2011-03-07,71
1561,105100,1,movie,北京,2008-05-25,37
1854,129169,1,movie,新疆昌吉,2007-09-17,29
2549,99562,1,movie,香港,2007-01-10,21
1360,125622,1,movie,"Paris, France",2009-05-11,49
748,129050,0,movie,北京,2011-05-22,73
2604,172456,1,music,北京,2007-04-25,24
573,23649,1,book,河北唐山,2009-04-27,48
740,169007,0,music,辽宁沈阳,2011-05-10,73
559,127315,1,movie,北京,2010-04-10,60
1822,114630,1,movie,北京,2008-01-30,33
2115,88121,1,book,上海,2011-01-08,69
2650,201341,1,music,Bahamas,2006-08-29,16
1259,50326,1,book,北京,2010-06-14,62
1225,102629,0,movie,四川成都,2007-04-13,24
884,100886,0,movie,浙江绍兴,2012-02-25,82
1694,150490,1,music,"San Francisco Bay Area, United States",2009-08-30,52
1510,99499,0,movie,北京,2007-09-22,29
1435,126942,0,movie,湖北武汉,2011-06-09,74
2618,104210,1,movie,"P'yŏngyang, North Korea",2012-11-12,91
1692,74674,1,book,"Firenze, Italy",2007-08-25,28
2656,98683,0,movie,上海,2010-04-16,60
602,106359,1,movie,浙江宁波,2009-05-29,49
2250,17302,0,book,上海,2006-02-09,10
1225,111266,1,movie,四川成都,2007-04-13,24
1322,101799,1,movie,北京,2011-11-22,79
2685,43955,1,book,上海,2013-05-28,97
1715,119844,1,movie,"Montréal, Canada",2007-01-11,21
1050,104572,0,movie,浙江杭州,2013-05-20,97
2448,156940,1,music,浙江绍兴,2009-12-31,56
1114,129788,0,movie,北京,2014-03-13,107
1865,97847,1,movie,,2011-11-11,79
2706,104628,1,movie,广东广州,2005-11-13,7
2456,121040,1,movie,福建厦门,2010-02-09,58
1553,100794,1,movie,广东广州,2013-09-09,101
1421,60753,1,book,山东德州,2007-03-13,23
1006,105352,1,movie,湖南长沙,2013-01-28,93
2644,125390,1,movie,北京,2008-11-25,43
2006,103462,1,movie,江苏苏州,2007-12-17,32
1027,106205,0,movie,上海,2013-03-16,95
2639,203271,1,music,贵州贵阳,2006-08-22,16
2585,127461,0,movie,"Budapest, Hungary",2007-10-15,30
2342,127403,1,movie,"Vārānasi, India",2010-04-03,60
1490,117605,0,movie,广东广州,2009-01-14,45
2066,107650,0,movie,Fiji,2009-04-19,48
1421,102422,0,movie,山东德州,2007-03-13,23
2654,106765,0,movie,,2009-02-21,46
2370,105886,1,movie,香港,2010-06-29,62
2688,128864,0,movie,北京,2009-04-14,48
2618,4815,0,book,"P'yŏngyang, North Korea",2012-11-12,91
2045,32471,1,book,浙江杭州,2008-07-30,39
2155,127477,0,movie,上海,2011-03-26,71
618,129523,0,movie,上海,2010-08-07,64
1276,114679,1,movie,陕西西安,2009-08-27,52
100,127332,1,movie,,2015-07-01,123
1788,127954,1,movie,北京,2009-06-29,50
2255,129766,1,movie,北京,2010-01-08,57
1342,127930,0,movie,"P'yŏngyang, North Korea",2010-04-16,60
1602,105212,1,movie,北京,2009-06-25,50
2419,208454,1,music,北京,2007-03-28,23
1102,104044,1,movie,浙江杭州,2013-12-31,104
2267,3232,1,book,福建福州,2011-12-14,80
640,95912,1,movie,香港,2010-09-10,65
2502,129004,1,movie,山东济南,2011-07-06,75
813,125551,0,movie,重庆,2011-10-04,78
